From	Date	Category	Amount
Envy	3/7/2025	Legacy	0.3
Kassandra	3/7/2025	Legacy	1.0
Lunashosanna	3/7/2025	Legacy	1.0
Sayashapes	3/7/2025	Legacy	0.25
Madswords	3/7/2025	Legacy	3.0
Dijos	3/7/2025	Legacy	1.0
Taresitia	3/7/2025	Legacy	0.4
Melerlina	3/7/2025	Legacy	0.5
Mortedora	3/7/2025	Legacy	1.0
Apollonius	3/7/2025	Legacy	1.0
Priest	3/7/2025	Legacy	1.0
Fragile	3/7/2025	Legacy	2.0
Madswords	3/7/2025	Legacy	0.2
Donny	3/7/2025	Legacy	0.5
Alinea	3/7/2025	Legacy	1.0
Lazuli	3/7/2025	Legacy	1.0
Diddysbank	3/8/2025	Legacy	1.0
Donny	3/8/2025	Legacy	0.1
Blakthorn	3/8/2025	Legacy	0.2
Artoriusvigo	3/8/2025	Legacy	0.5
Hammerforth	3/8/2025	Legacy	1.0
Morbis	3/8/2025	Legacy	0.7
Dijos	3/8/2025	Legacy	0.5
Marvilley	3/8/2025	Legacy	0.7
Puertaa	3/8/2025	Legacy	1.5
Morbis	3/8/2025	Legacy	0.3
Seyheals	3/8/2025	Legacy	1.0
Thrik	3/8/2025	Legacy	2.0
Bankish	3/8/2025	Legacy	1.0
Gnoobie	3/8/2025	Legacy	2.0
Lunashosanna	3/8/2025	Legacy	2.0
Freyjalise	3/8/2025	Legacy	1.0
Gherlock	3/8/2025	Legacy	2.0
Sayagirl	3/8/2025	Legacy	0.2
Plaguis	3/8/2025	Legacy	0.2
Appollonius	3/8/2025	Legacy	0.3
Kilrath	3/10/2025	Legacy	5.0
Donny	3/10/2025	Legacy	0.5
Ellaurindre	3/10/2025	Legacy	1.5
Madswords	3/10/2025	Legacy	5.0
Taresitia	3/10/2025	Legacy	0.1
Morbis	3/10/2025	Legacy	0.1
Marvilley	3/10/2025	Legacy	0.5
Thrik	3/10/2025	Legacy	7.0
Kamorence	3/10/2025	Legacy	0.5
Ellyea	3/10/2025	Legacy	0.3
Donny	3/10/2025	Legacy	0.4
Seyeulb	3/10/2025	Legacy	1.0
Ungala	3/10/2025	Legacy	2.0
Wenke	3/10/2025	Legacy	0.1
Gunrodent	3/10/2025	Legacy	0.3
Darthhunt	3/10/2025	Legacy	2.5
Gnoobie	3/10/2025	Legacy	2.5
Orchid	3/10/2025	Legacy	0.4
Flathellum	3/10/2025	Legacy	3.0
Hailmari	3/10/2025	Legacy	0.4
Marvilley	3/10/2025	Legacy	2.0
Kilrath	3/10/2025	Legacy	1.0
Envy	3/10/2025	Legacy	0.3
Gimli	3/10/2025	Legacy	1.0
Olitoro	3/10/2025	Legacy	6.0
Freyjalise	3/10/2025	Legacy	1.0
Gunchick	3/10/2025	Legacy	1.0
Lunashosanna	3/10/2025	Legacy	2.0
Ellaurindre	3/10/2025	Legacy	2.0
Sayagirl	3/10/2025	Legacy	0.3
Darthstealth	3/10/2025	Legacy	1.0
Lazuli	3/10/2025	Legacy	1.0
Taresitia	3/12/2025	Legacy	15.34
Morbis	3/12/2025	Legacy	21.18
Madpali	3/12/2025	Legacy	4.1
Ungalla	3/12/2025	Legacy	69.46
Gnoobie	3/12/2025	Legacy	15.08
Gunrodent	3/12/2025	Legacy	13.22
Stuffsaver	3/12/2025	Legacy	0.54
Gunchick	3/12/2025	Legacy	14.4
Sayagirl	3/12/2025	Legacy	9.28
Prìest	3/12/2025	Legacy	2.16
Bittydoom	3/12/2025	Legacy	8.66
Janetgoff	3/12/2025	Legacy	10.34
Plaguis	3/12/2025	Legacy	1.14
Elyas	3/12/2025	Legacy	9.3
Snowmelt	3/12/2025	Legacy	3.62
Bloodknife	3/12/2025	Legacy	5.34
Hailmari	3/12/2025	Legacy	32.58
Tobias	3/12/2025	Legacy	2.9
Däelan	3/12/2025	Legacy	0.56
Olitoro	3/12/2025	Legacy	13.52
Ellaurindre	3/12/2025	Legacy	12.46
Peekapooh	3/12/2025	Legacy	12.66
Darthhunt	3/12/2025	Legacy	3.24
Dijos	3/12/2025	Legacy	0.38
Erokbank	3/12/2025	Legacy	1.46
Alicith	3/12/2025	Legacy	0.06
Lunashoshana	3/12/2025	Legacy	11.28
Marvilley	3/12/2025	Legacy	4.36
Thrik	3/12/2025	Legacy	4.38
Madswords	3/12/2025	Legacy	22.78
Donny	3/12/2025	Legacy	6.96
Apollojr	3/12/2025	Legacy	2.06
Lazulii	3/12/2025	Legacy	7.48
Vixinator	3/12/2025	Legacy	3.1
Kilroth	3/12/2025	Legacy	21.0
Gheralt	3/12/2025	Legacy	9.94
Madstomp	3/12/2025	Legacy	15.0
Seyeulb	3/12/2025	Legacy	13.28
Eñigma	3/12/2025	Legacy	2.56
Dhstorage	3/12/2025	Legacy	3.12
Frizzen	3/12/2025	Legacy	1.34
Ungaladin	3/12/2025	Legacy	9.96
Bigolebank	3/12/2025	Legacy	23.26
Couturier	3/12/2025	Legacy	5.0
Silfraya	3/12/2025	Legacy	1.18
Æxorcist	3/12/2025	Legacy	2.8
Lithina	3/12/2025	Legacy	5.02
Énvy	3/12/2025	Legacy	4.64
Erokthewhite	3/12/2025	Legacy	2.8
Mayhempally	3/12/2025	Legacy	1.4
Bäelan	3/12/2025	Legacy	2.26
Snowhill	3/12/2025	Legacy	0.84
Marvell	3/12/2025	Legacy	0.22
Freyjalise	3/12/2025	Legacy	0.82
Thäelan	3/12/2025	Legacy	1.92
Lunashoshana	3/13/2025	Legacy	5.66
Morbis	3/13/2025	Legacy	1.45
Bittydoom	3/13/2025	Legacy	1.52
Gheralt	3/13/2025	Legacy	8.51
Bäelan	3/13/2025	Legacy	2.07
Thrik	3/13/2025	Legacy	14.02
Madswords	3/13/2025	Legacy	16.26
Marvell	3/13/2025	Legacy	14.17
Calianiela	3/13/2025	Legacy	1.31
Sayagirl	3/13/2025	Legacy	1.94
Gnoobie	3/13/2025	Legacy	8.27
Gunrodent	3/13/2025	Legacy	2.12
Frizzen	3/13/2025	Legacy	1.21
Hammerforth	3/13/2025	Legacy	0.02
Ravensong	3/13/2025	Legacy	1.59
Ellaurindre	3/13/2025	Legacy	2.44
Olitoro	3/13/2025	Legacy	2.48
Hammerförth	3/13/2025	Legacy	0.24
Ungalla	3/13/2025	Legacy	11.31
Erétria	3/13/2025	Legacy	0.06
Bloodknife	3/13/2025	Legacy	11.29
Seyeulb	3/13/2025	Legacy	1.69
Donny	3/13/2025	Legacy	1.54
Såturn	3/13/2025	Legacy	5.64
Hailmari	3/13/2025	Legacy	0.8
Eñigma	3/13/2025	Legacy	3.73
Sayashapes	3/13/2025	Legacy	0.98
Dhstorage	3/13/2025	Legacy	1.7
Edgelordxx	3/13/2025	Legacy	4.48
Kilraith	3/13/2025	Legacy	1.12
Thäelan	3/13/2025	Legacy	0.55
Blakthorn	3/13/2025	Legacy	0.43
Lazulii	3/13/2025	Legacy	1.76
Gheralt	3/14/2025	Legacy	5.67
Sayagirl	3/14/2025	Legacy	3.66
Eoghughagni	3/14/2025	Legacy	3.0
Kilroth	3/14/2025	Legacy	3.0
Olitoro	3/14/2025	Legacy	1.09
Dhstorage	3/14/2025	Legacy	0.06
Verinmathwin	3/14/2025	Legacy	0.19
Gunrodent	3/14/2025	Legacy	3.47
Morbis	3/14/2025	Legacy	0.29
Alicith	3/14/2025	Legacy	0.13
Lunashoshana	3/14/2025	Legacy	2.88
Marvell	3/14/2025	Legacy	3.2
Hailmari	3/14/2025	Legacy	0.88
Bloodknife	3/14/2025	Legacy	4.08
Darthhunter	3/14/2025	Legacy	1.38
Taresitia	3/14/2025	Legacy	0.53
Madswords	3/14/2025	Legacy	2.69
Mayhemmage	3/14/2025	Legacy	0.03
Thäelan	3/14/2025	Legacy	7.66
Gnoobie	3/14/2025	Legacy	3.65
Puertaa	3/14/2025	Legacy	1.79
Donny	3/14/2025	Legacy	0.52
Madstomp	3/15/2025	Legacy	9.0
Kilroth	3/15/2025	Legacy	3.0
Taresitia	3/15/2025	Legacy	3.0
Lindy	3/15/2025	Legacy	6.0
Portnoy	3/15/2025	Legacy	6.0
Gheralt	3/15/2025	Legacy	6.64
Amberline	3/15/2025	Legacy	0.13
Ellaurindre	3/15/2025	Legacy	4.9
Eloranne	3/15/2025	Legacy	0.69
Lews	3/15/2025	Legacy	0.63
Morbis	3/15/2025	Legacy	14.02
Mayhemmage	3/15/2025	Legacy	0.03
Dijos	3/15/2025	Legacy	0.46
Dhstorage	3/15/2025	Legacy	0.17
Ungalla	3/15/2025	Legacy	3.64
Deathbiscuit	3/15/2025	Legacy	1.09
Darthhunter	3/15/2025	Legacy	1.15
Janetgoff	3/15/2025	Legacy	7.52
Gunrodent	3/15/2025	Legacy	2.13
Alinea	3/15/2025	Legacy	17.17
Lunashoshana	3/15/2025	Legacy	8.27
Olitoro	3/15/2025	Legacy	3.38
Ungaladin	3/15/2025	Legacy	6.57
Hailmari	3/15/2025	Legacy	1.0
Donny	3/15/2025	Legacy	2.29
Freyjalise	3/15/2025	Legacy	1.64
Madswords	3/15/2025	Legacy	9.79
Sayagirl	3/15/2025	Legacy	3.18
Énvy	3/15/2025	Legacy	0.9
Erithofalar	3/15/2025	Legacy	0.81
Gnoobie	3/15/2025	Legacy	8.9
Marvell	3/15/2025	Legacy	1.44
Lazulii	3/15/2025	Legacy	4.31
Bladorthin	3/16/2025	Legacy	3.0
Lews	3/16/2025	Legacy	4.29
Gibralta	3/16/2025	Legacy	1.53
Ungalla	3/16/2025	Legacy	3.23
Apsalar	3/16/2025	Legacy	3.17
Ungaladin	3/16/2025	Legacy	4.04
Janetgoff	3/16/2025	Legacy	2.97
Madswords	3/16/2025	Legacy	2.09
Taresitia	3/16/2025	Legacy	0.6
Lunashoshana	3/16/2025	Legacy	7.37
Donny	3/16/2025	Legacy	0.34
Gheralt	3/16/2025	Legacy	5.39
Prìest	3/16/2025	Legacy	1.98
Bloodknife	3/16/2025	Legacy	20.23
Morbis	3/16/2025	Legacy	1.86
Thrik	3/16/2025	Legacy	6.82
Gherlock	3/16/2025	Legacy	1.62
Sayagirl	3/16/2025	Legacy	2.45
Énvy	3/16/2025	Legacy	1.02
test	3/16/2025	Legacy	0.01
Gnoobie	3/16/2025	Legacy	2.15
Marvell	3/16/2025	Legacy	6.29
Lazulii	3/16/2025	Legacy	7.09
Gheralt	3/18/2025	Legacy	15.75
Taresitia	3/18/2025	Legacy	6.69
Hammerforth	3/18/2025	Legacy	3.0
Sayagirl	3/18/2025	Legacy	6.0
Alicith	3/18/2025	Legacy	3.34
Fragile	3/18/2025	Legacy	3.0
Safesummons	3/18/2025	Legacy	3.0
Gnoxious	3/18/2025	Legacy	3.0
Griplip	3/18/2025	Legacy	3.0
Freyja	3/18/2025	Legacy	3.0
Mayonnaka	3/18/2025	Legacy	8.27
Lunashoshana	3/18/2025	Legacy	10.51
Morbis	3/18/2025	Legacy	23.77
Ovida	3/18/2025	Legacy	6.18
Deathnipple	3/18/2025	Legacy	5.0
Æxorcist	3/18/2025	Legacy	2.37
Deathhippie	3/18/2025	Legacy	2.66
Elyas	3/18/2025	Legacy	19.62
Hammerförth	3/18/2025	Legacy	5.44
Darthhunter	3/18/2025	Legacy	1.18
Bittydoom	3/18/2025	Legacy	0.32
Gunrodent	3/18/2025	Legacy	2.79
Ungaladin	3/18/2025	Legacy	6.05
Verinmathwin	3/18/2025	Legacy	0.15
Plaguis	3/18/2025	Legacy	1.17
Hailmari	3/18/2025	Legacy	8.73
Gratefuldab	3/18/2025	Legacy	0.46
Thrik	3/18/2025	Legacy	8.45
Madswords	3/18/2025	Legacy	4.5
Donny	3/18/2025	Legacy	1.08
Énvy	3/18/2025	Legacy	0.85
Gnoobie	3/18/2025	Legacy	2.01
Rychtor	3/18/2025	Legacy	0.23
Alivio	3/18/2025	Legacy	0.4
Dhgear	3/18/2025	Legacy	0.05
Däelan	3/18/2025	Legacy	2.16
Cycl	3/18/2025	Legacy	0.8
Bloodknife	3/18/2025	Legacy	2.34
Cruzz	3/18/2025	Legacy	6.1
Bladorthin	3/18/2025	Legacy	6.53
Snowmagic	3/18/2025	Legacy	0.46
Marvell	3/18/2025	Legacy	2.13
Lindy	3/18/2025	Legacy	6.0
Madstomp	3/18/2025	Legacy	6.0
Kilroy	3/18/2025	Legacy	3.0
Madswords	3/19/2025	Legacy	16.45
Bowsong	3/19/2025	Legacy	10.8
Pijpally	3/19/2025	Legacy	9.08
Madpali	3/19/2025	Legacy	9.02
Ungaladin	3/19/2025	Legacy	7.41
Ungalla	3/19/2025	Legacy	6.84
Mayonnaka	3/19/2025	Legacy	6.82
Morbis	3/19/2025	Legacy	6.33
Gheralt	3/19/2025	Legacy	6.32
Kilroth	3/19/2025	Legacy	6.0
Madstomp	3/19/2025	Legacy	6.0
Elyas	3/19/2025	Legacy	5.68
Artoriusvigo	3/19/2025	Legacy	5.18
Apsalar	3/19/2025	Legacy	4.28
Miyagishadow	3/19/2025	Legacy	3.75
Snowmelt	3/19/2025	Legacy	3.7
Dhstorage	3/19/2025	Legacy	3.11
Hammerforth	3/19/2025	Legacy	3.0
Clear	3/19/2025	Legacy	3.0
Hathsen	3/19/2025	Legacy	3.0
Flathellum	3/19/2025	Legacy	2.79
Hailmari	3/19/2025	Legacy	2.77
Lazulii	3/19/2025	Legacy	2.46
Hammerförth	3/19/2025	Legacy	2.43
Janetgoff	3/19/2025	Legacy	2.34
Cruzz	3/19/2025	Legacy	2.28
Bittydoom	3/19/2025	Legacy	1.57
Darthstealth	3/19/2025	Legacy	1.43
Gibralta	3/19/2025	Legacy	1.35
Deathnipple	3/19/2025	Legacy	1.32
Énvy	3/19/2025	Legacy	1.17
Æxorcist	3/19/2025	Legacy	0.91
Prìest	3/19/2025	Legacy	0.88
Mcfrostyy	3/19/2025	Legacy	0.62
Lithina	3/19/2025	Legacy	0.57
Gratefuldab	3/19/2025	Legacy	0.56
Gnoobie	3/19/2025	Legacy	0.34
Ravensong	3/19/2025	Legacy	0.31
Sayagirl	3/19/2025	Legacy	0.28
Lunashosauna	3/19/2025	Legacy	0.2
Gratefulbank	3/19/2025	Legacy	0.05
Donny	3/19/2025	Legacy	0.04
Silfraya	3/19/2025	Legacy	0.03
Seyeulb	3/21/2025	Legacy	3.0
Gheralt	3/21/2025	Legacy	16.0
Lindy	3/21/2025	Legacy	3.0
Æxorcist	3/21/2025	Legacy	3.41
Pijpally	3/21/2025	Legacy	0.62
Elyas	3/21/2025	Legacy	9.37
Dhgear	3/21/2025	Legacy	0.44
Janetgoff	3/21/2025	Legacy	2.84
Artoriusvigo	3/21/2025	Legacy	4.01
Sayagirl	3/21/2025	Legacy	5.09
Lunashosauna	3/21/2025	Legacy	2.12
Gratefuldab	3/21/2025	Legacy	1.96
Hailmari	3/21/2025	Legacy	7.53
Mayonnaka	3/21/2025	Legacy	20.63
Cruzz	3/21/2025	Legacy	25.26
Flathellum	3/21/2025	Legacy	7.12
Morbis	3/21/2025	Legacy	20.38
Énvy	3/21/2025	Legacy	1.64
Sillf	3/21/2025	Legacy	1.52
Gnoobie	3/21/2025	Legacy	9.03
Malyonso	3/21/2025	Legacy	0.91
Madswords	3/21/2025	Legacy	17.45
Kilroth	3/21/2025	Legacy	6.0
Madstomp	3/21/2025	Legacy	9.11
Taresitia	3/21/2025	Legacy	3.0
Aludra	3/21/2025	Legacy	1.53
Kilobit	3/21/2025	Legacy	0.19
Sadspells	3/21/2025	Legacy	0.03
Erokthewhite	3/21/2025	Legacy	0.38
Ynnfr	3/21/2025	Legacy	1.48
Gunrodent	3/21/2025	Legacy	0.98
Pij	3/21/2025	Legacy	3.0
Gigabit	3/21/2025	Legacy	3.0
Oomi	3/21/2025	Legacy	3.0
Trinquette	3/21/2025	Legacy	1.01
Ellaurindre	3/21/2025	Legacy	6.72
Msteri	3/21/2025	Legacy	0.72
Apsalar	3/21/2025	Legacy	1.19
Griplip	3/21/2025	Legacy	9.42
Megabit	3/21/2025	Legacy	0.86
Bloodknife	3/21/2025	Legacy	3.53
Thrik	3/21/2025	Legacy	3.99
Gunchick	3/21/2025	Legacy	2.35
Oominaughty	3/21/2025	Legacy	3.77
Lazulii	3/21/2025	Legacy	3.62
Gheralt	3/22/2025	Legacy	3.0
Lindy	3/22/2025	Legacy	3.0
lindy	3/22/2025	Legacy	3.0
Kilroth	3/22/2025	Legacy	3.0
Taresitia	3/22/2025	Legacy	3.22
Solaurica	3/22/2025	Legacy	3.0
Gimli	3/22/2025	Legacy	3.0
Gnephe	3/22/2025	Legacy	3.0
Gratefuldab	3/22/2025	Legacy	0.51
Emberwing	3/22/2025	Legacy	0.46
Apsalar	3/22/2025	Legacy	8.41
Mcfrostyy	3/22/2025	Legacy	0.25
Olitoro	3/22/2025	Legacy	3.32
Dhstorage	3/22/2025	Legacy	0.94
Madpali	3/22/2025	Legacy	1.23
Rychtor	3/22/2025	Legacy	0.73
Darthhunter	3/22/2025	Legacy	0.38
Portnoy	3/22/2025	Legacy	7.43
Lebeau	3/22/2025	Legacy	0.27
Truearrow	3/22/2025	Legacy	1.48
Lunashosauna	3/22/2025	Legacy	0.4
Plaguis	3/22/2025	Legacy	0.4
Hailmari	3/22/2025	Legacy	3.08
Bloodknife	3/22/2025	Legacy	9.91
Miyagishadow	3/22/2025	Legacy	2.05
Landrint	3/22/2025	Legacy	0.29
Flathellum	3/22/2025	Legacy	3.42
Sayagirl	3/22/2025	Legacy	3.06
Énvy	3/22/2025	Legacy	1.07
Morbis	3/22/2025	Legacy	9.36
Gnoobie	3/22/2025	Legacy	8.2
Madstomp	3/22/2025	Legacy	5.17
Lazulii	3/22/2025	Legacy	2.25
Nighteyez	3/22/2025	Legacy	3.0
Gratefuldab	3/23/2025	Legacy	0.87
Ellaurindre	3/23/2025	Legacy	4.37
Killroth	3/23/2025	Legacy	0.81
Bertanelli	3/23/2025	Legacy	3.81
Dhstorage	3/23/2025	Legacy	0.38
Ungalla	3/23/2025	Legacy	0.82
Bittydoom	3/23/2025	Legacy	0.27
Darthhunter	3/23/2025	Legacy	1.76
Kilina	3/23/2025	Legacy	8.74
Madpali	3/23/2025	Legacy	3.15
Ragnaraq	3/23/2025	Legacy	3.5
Sayagirl	3/23/2025	Legacy	2.24
Madswords	3/23/2025	Legacy	0.05
Gheralt	3/23/2025	Legacy	1.63
Kilrina	3/23/2025	Legacy	2.44
Gunchick	3/23/2025	Legacy	4.78
Flathellum	3/23/2025	Legacy	1.68
Morbis	3/23/2025	Legacy	11.38
Madstomp	3/23/2025	Legacy	14.15
Kalleen	3/23/2025	Legacy	0.13
Gnoobie	3/23/2025	Legacy	5.37
Bloodknife	3/23/2025	Legacy	27.64
Lazulii	3/23/2025	Legacy	2.04
Dijos	3/23/2025	Legacy	0.46
Ellyea	3/23/2025	Legacy	2.05
Madspells	3/23/2025	Legacy	0.12
Gìmlí	3/23/2025	Legacy	0.56
Gunrodent	3/23/2025	Legacy	1.92
Prìest	3/23/2025	Legacy	1.69
Kilroth	3/23/2025	Legacy	3.0
Eoghughagni	3/23/2025	Legacy	3.0
Gnephelock	3/26/2025	Legacy	3.0
Taresitia	3/26/2025	Legacy	3.16
Pijpally	3/26/2025	Legacy	3.0
Lindy	3/26/2025	Legacy	6.0
Sayagirl	3/26/2025	Legacy	6.36
Gnormal	3/26/2025	Legacy	3.0
Kilroth	3/26/2025	Legacy	9.0
TJ	3/26/2025	Legacy	3.0
Lazulii	3/26/2025	Legacy	6.49
Bittydoom	3/26/2025	Legacy	7.77
Gratefuldab	3/26/2025	Legacy	1.13
Ellaurindre	3/26/2025	Legacy	2.69
Pijform	3/26/2025	Legacy	1.48
Apsalar	3/26/2025	Legacy	1.63
Dhstorage	3/26/2025	Legacy	1.98
Darthhunter	3/26/2025	Legacy	2.62
Saddest	3/26/2025	Legacy	0.61
Lunashosanna	3/26/2025	Legacy	3.59
Gheralt	3/26/2025	Legacy	3.71
Cruzz	3/26/2025	Legacy	1.64
Madswords	3/26/2025	Legacy	7.33
Morbis	3/26/2025	Legacy	19.2
Jannelle	3/26/2025	Legacy	2.43
Kilina	3/26/2025	Legacy	1.88
Shadowshifte	3/26/2025	Legacy	0.37
Æxorcist	3/26/2025	Legacy	0.85
Vangore	3/26/2025	Legacy	0.19
Emberwing	3/26/2025	Legacy	0.44
Ripdalf	3/26/2025	Legacy	0.22
Landrint	3/26/2025	Legacy	1.48
Dijos	3/26/2025	Legacy	0.48
Bittywizz	3/26/2025	Legacy	15.38
Dhgear	3/26/2025	Legacy	24.0
Gunrodent	3/26/2025	Legacy	2.01
Suonevar	3/26/2025	Legacy	0.28
Gemfyre	3/26/2025	Legacy	0.18
Hathsen	3/26/2025	Legacy	0.12
Kylaar	3/26/2025	Legacy	0.67
Olletoro	3/26/2025	Legacy	1.61
Hailmari	3/26/2025	Legacy	12.43
Bloodknife	3/26/2025	Legacy	27.28
Janetgoff	3/26/2025	Legacy	2.4
Thrik	3/26/2025	Legacy	10.27
Sayahunts	3/26/2025	Legacy	1.15
Brynix	3/26/2025	Legacy	2.87
Gnoobie	3/26/2025	Legacy	1.49
Apollojr	3/26/2025	Legacy	3.45
Gherlock	3/26/2025	Legacy	1.38
Meadowlark	3/26/2025	Legacy	2.92
Freyjalise	3/26/2025	Legacy	2.11
Goagainmire	3/28/2025	Legacy	16.98
Mayonnaka	3/28/2025	Legacy	24.85
Jeppwood	3/28/2025	Legacy	0.18
Snowmelt	3/28/2025	Legacy	0.9
Lews	3/28/2025	Legacy	0.29
Gratefulfail	3/28/2025	Legacy	1.68
Bittydoom	3/28/2025	Legacy	5.71
Lunashosanna	3/28/2025	Legacy	2.87
Thäelan	3/28/2025	Legacy	1.7
Hailmari	3/28/2025	Legacy	4.37
Gheralt	3/28/2025	Legacy	12.95
Prìest	3/28/2025	Legacy	0.35
Landrint	3/28/2025	Legacy	0.18
Flathellum	3/28/2025	Legacy	1.57
Morbis	3/28/2025	Legacy	35.39
Gingermire	3/28/2025	Legacy	33.67
Gnoobie	3/28/2025	Legacy	2.75
Shadowshifte	3/28/2025	Legacy	0.31
Frizzen	3/28/2025	Legacy	0.66
TJ	3/28/2025	Legacy	9.0
Madswords	3/28/2025	Legacy	9.28
Ynnfr	3/28/2025	Legacy	1.25
Dijos	3/28/2025	Legacy	0.58
Madpali	3/28/2025	Legacy	0.19
Artoriusvigo	3/28/2025	Legacy	4.32
Énvy	3/28/2025	Legacy	3.99
Madstomp	3/28/2025	Legacy	1.82
Gherlock	3/28/2025	Legacy	1.33
Derringeria	3/28/2025	Legacy	6.37
Rychtor	3/28/2025	Legacy	0.63
Ellison	3/28/2025	Legacy	2.67
Tjsuqqs	3/28/2025	Legacy	3.33
Meily	3/28/2025	Legacy	3.0
Blankerz	3/28/2025	Legacy	3.0
Sayagirl	3/28/2025	Legacy	3.4
Robart	3/28/2025	Legacy	5.32
Æxorcist	3/28/2025	Legacy	2.8
Konjured	3/28/2025	Legacy	10.0
Msteri	3/28/2025	Legacy	2.12
Apsalar	3/28/2025	Legacy	5.31
Hammerförth	3/28/2025	Legacy	0.39
Dhstorage	3/28/2025	Legacy	0.49
Ingtar	3/28/2025	Legacy	1.44
Eloranne	3/28/2025	Legacy	0.04
Olletoro	3/28/2025	Legacy	2.22
Gnoxious	3/28/2025	Legacy	2.4
Gnormal	3/29/2025	Legacy	6.0
Kilroth	3/29/2025	Legacy	12.0
Madstomp	3/29/2025	Legacy	6.0
TJ	3/29/2025	Legacy	3.0
Oomi	3/29/2025	Legacy	3.0
Olletoro	3/29/2025	Legacy	7.36
Konjured	3/29/2025	Legacy	8.7
Durr	3/29/2025	Legacy	3.17
Landrint	3/29/2025	Legacy	1.03
Gratefulfail	3/29/2025	Legacy	2.5
Morbis	3/29/2025	Legacy	9.29
Alinea	3/29/2025	Legacy	2.36
Sayashapes	3/29/2025	Legacy	0.07
Bittydoom	3/29/2025	Legacy	3.07
Oominaughty	3/29/2025	Legacy	2.98
Gemfyre	3/29/2025	Legacy	2.48
Lunashosanna	3/29/2025	Legacy	1.67
Taresitia	3/29/2025	Legacy	0.44
Ungaladin	3/29/2025	Legacy	6.45
Draeden	3/29/2025	Legacy	0.37
Goagainmire	3/29/2025	Legacy	4.09
Elyas	3/29/2025	Legacy	13.09
Gheralt	3/29/2025	Legacy	8.95
Æxorcist	3/29/2025	Legacy	2.15
Freyjalise	3/29/2025	Legacy	0.73
Madswords	3/29/2025	Legacy	5.07
Sayagirl	3/29/2025	Legacy	2.99
Janetgoff	3/29/2025	Legacy	0.78
Apollojr	3/29/2025	Legacy	2.87
Ellison	3/29/2025	Legacy	1.75
Gnoobie	3/29/2025	Legacy	0.73
Tjsuqqs	3/29/2025	Legacy	1.38
Cruzz	3/29/2025	Legacy	1.42
Bloodknife	3/29/2025	Legacy	2.49
TJ	3/30/2025	Legacy	3.0
Oomi	3/30/2025	Legacy	9.0
Artoriusvigo	3/30/2025	Legacy	8.76
Gheralt	3/30/2025	Legacy	9.83
Janetgoff	3/30/2025	Legacy	4.32
Ellye	3/30/2025	Legacy	3.95
Erokthewhite	3/30/2025	Legacy	1.34
Msteri	3/30/2025	Legacy	0.45
Durr	3/30/2025	Legacy	0.83
Chubby	3/30/2025	Legacy	3.13
Wearbare	3/30/2025	Legacy	0.31
Jpmorgchase	3/30/2025	Legacy	0.43
Darthhunter	3/30/2025	Legacy	2.25
Griplip	3/30/2025	Legacy	10.66
Madswords	3/30/2025	Legacy	4.34
Hathsen	3/30/2025	Legacy	0.05
Gnoobie	3/30/2025	Legacy	8.67
Tjsuqqs	3/30/2025	Legacy	1.99
Olletoro	3/30/2025	Legacy	2.24
Graverodent	3/30/2025	Legacy	1.5
Emberwing	3/30/2025	Legacy	0.08
Elyas	3/30/2025	Legacy	15.37
Gratefulfail	3/30/2025	Legacy	2.63
Sayahunts	3/30/2025	Legacy	0.21
Bittywizz	3/30/2025	Legacy	5.56
Gratefulbank	3/30/2025	Legacy	0.23
Clthbankdab	3/30/2025	Legacy	0.11
Konjured	3/30/2025	Legacy	6.15
Morbis	3/30/2025	Legacy	4.63
Bloodknife	3/30/2025	Legacy	2.62
Ungalla	3/30/2025	Legacy	3.16
Freyjalise	3/30/2025	Legacy	1.22
Flathellum	3/30/2025	Legacy	3.12
Oominaughty	3/30/2025	Legacy	26.46
Derringeria	3/30/2025	Legacy	2.08
Goagainmire	3/30/2025	Legacy	0.7
Olitoro	3/30/2025	Legacy	1.78
Sayagirl	3/30/2025	Legacy	3.49
Gratefuldab	3/30/2025	Legacy	0.06
Kilroth	3/30/2025	Legacy	6.0
Taresitia	3/30/2025	Legacy	3.0
Madstomp	3/30/2025	Legacy	6.0
Gnormal	3/30/2025	Legacy	3.0
Gnephe	4/1/2025	Legacy	3.0
Lindy	4/1/2025	Legacy	3.0
Taresitia	4/1/2025	Legacy	3.36
Kilroth	4/1/2025	Legacy	6.0
Ellye	4/1/2025	Legacy	6.0
Gnoxious	4/1/2025	Legacy	3.0
Megabit	4/1/2025	Legacy	3.0
Verinmathwin	4/1/2025	Legacy	3.0
Gheralt	4/1/2025	Legacy	20.45
Gnormal	4/1/2025	Legacy	3.0
Madstomp	4/1/2025	Legacy	6.0
Sayagirl	4/1/2025	Legacy	3.67
Mire	4/1/2025	Legacy	3.0
Blood	4/1/2025	Legacy	3.0
Gratefuldab	4/1/2025	Legacy	0.94
Orchid	4/1/2025	Legacy	3.14
Zaphir	4/1/2025	Legacy	0.43
Chubby	4/1/2025	Legacy	12.9
Ellyea	4/1/2025	Legacy	1.42
Dhstorage	4/1/2025	Legacy	12.32
Ungalla	4/1/2025	Legacy	2.15
Darthhunter	4/1/2025	Legacy	1.41
Ungaladin	4/1/2025	Legacy	7.86
Lunashosanna	4/1/2025	Legacy	5.19
Griplip	4/1/2025	Legacy	1.89
